path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_up.png,resourcepacks,412,412 B,422,.png
overrides/config/modpack_defaults/resource_albums/minecraft.json,config/modpack_defaults/resource_albums/minecraft.json,config,405,405 B,206,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/steampunk/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/steampunk/comparison.png,global_packs,83656,81.70 KB,83691,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/java.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/java.json,resourcepacks,34288,33.48 KB,1263,.json
overrides/config/modpack_defaults/resource_albums/fantasy.json,config/modpack_defaults/resource_albums/fantasy.json,config,477,477 B,230,.json
overrides/global_packs/required_resources/Panorama/assets/legacy/textures/gui/title/panorama_night.png,global_packs/required_resources/Panorama/assets/legacy/textures/gui/title/panorama_night.png,global_packs,753531,735.87 KB,753652,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/smoker.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/smoker.json,global_packs,4589,4.48 KB,1102,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/7_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/7_key.png,resourcepacks,335,335 B,345,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/s_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/s_key.png,resourcepacks,406,406 B,416,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_bumper_pressed.png,resourcepacks,351,351 B,361,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/minecraft/painting/back.png,global_packs/required_resources/rcr-neoforge/assets/minecraft/painting/back.png,global_packs,186,186 B,194,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/g_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/g_key.png,resourcepacks,345,345 B,355,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f6_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f6_key_pressed.png,resourcepacks,329,329 B,339,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_trigger.png,resourcepacks,371,371 B,381,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/down_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/down_key.png,resourcepacks,748,748 B,706,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_left.png,resourcepacks,319,319 B,329,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/left_trigger.png,resourcepacks,261,261 B,271,.png
overrides/config/modpack_defaults/resource_albums/animated.json,config/modpack_defaults/resource_albums/animated.json,config,321,321 B,206,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/mouse_scroll_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/mouse_scroll_up.png,resourcepacks,509,509 B,519,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/q_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/q_key_pressed.png,resourcepacks,398,398 B,408,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/left_trigger_pressed.png,resourcepacks,358,358 B,368,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_trigger_pressed.png,resourcepacks,245,245 B,254,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/start_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/start_button_pressed.png,resourcepacks,301,301 B,305,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/down_button_pressed.png,resourcepacks,407,407 B,417,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_up_pressed.png,resourcepacks,287,287 B,292,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_key.png,resourcepacks,386,386 B,396,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/start_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/start_button.png,resourcepacks,378,378 B,388,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_button.png,resourcepacks,306,306 B,316,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_bumper.png,resourcepacks,304,304 B,314,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/7_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/7_key.png,resourcepacks,310,310 B,320,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/period_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/period_key_pressed.png,resourcepacks,305,305 B,315,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_up.png,resourcepacks,327,327 B,337,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_bumper_pressed.png,resourcepacks,276,276 B,286,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/darkmode/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/darkmode/icon.png,global_packs,1709,1.67 KB,1622,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/enp.json,resourcepacks/Clean World Loading/assets/legacy/lang/enp.json,resourcepacks,288,288 B,125,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/special_key_base_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/special_key_base_pressed.png,resourcepacks,285,285 B,295,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_button.png,resourcepacks,255,255 B,265,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_pressed_right.png,resourcepacks,900,900 B,881,.png
overrides/global_packs/required_resources/rcr-neoforge/pack.png,global_packs/required_resources/rcr-neoforge/pack.png,global_packs,3028,2.96 KB,2901,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/down_button.png,resourcepacks,6923,6.76 KB,1570,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/back_button.png,resourcepacks,284,284 B,290,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/left_button.png,resourcepacks,320,320 B,330,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_button.png,resourcepacks,4469,4.36 KB,1934,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/right_trigger.png,resourcepacks,349,349 B,359,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_button_pressed.png,resourcepacks,380,380 B,390,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_trigger_pressed.png,resourcepacks,354,354 B,364,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/left_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/left_key_pressed.png,resourcepacks,328,328 B,338,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_bumper.png,resourcepacks,214,214 B,221,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_sl_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_sl_button.png,resourcepacks,261,261 B,271,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_pressed_right.png,resourcepacks,326,326 B,336,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_cute/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_cute/comparison.png,global_packs,89857,87.75 KB,89892,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone_button.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone_button.png,global_packs,248,248 B,258,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_control_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_control_key_pressed.png,resourcepacks,821,821 B,787,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_down_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_down_pressed.png,resourcepacks,308,308 B,318,.png
overrides/config/modpack_defaults/resource_albums/norse.json,config/modpack_defaults/resource_albums/norse.json,config,469,469 B,230,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/6_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/6_key_pressed.png,resourcepacks,321,321 B,331,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/enter_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/enter_key.png,resourcepacks,300,300 B,310,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_shift_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_shift_key.png,resourcepacks,398,398 B,408,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/dpad_left.png,resourcepacks,397,397 B,407,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/touchpad.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/touchpad.png,resourcepacks,275,275 B,285,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sr_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sr_button_pressed.png,resourcepacks,262,262 B,272,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/conduit.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/conduit.json,global_packs,779,779 B,283,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/the-nether.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/the-nether.json,global_packs,1130,1.10 KB,394,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/nr-fab-mr.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/nr-fab-mr.png,global_packs,43007,42.00 KB,37268,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/pale-garden.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/pale-garden.png,global_packs,79122,77.27 KB,77875,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/caps_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/caps_key_pressed.png,resourcepacks,314,314 B,324,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f5_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f5_key_pressed.png,resourcepacks,334,334 B,344,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_up_pressed.png,resourcepacks,234,234 B,243,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/lang/en_us.json,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/lang/en_us.json,global_packs,436,436 B,130,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f12_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f12_key_pressed.png,resourcepacks,400,400 B,410,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/pg_down_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/pg_down_key_pressed.png,resourcepacks,592,592 B,602,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/return_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/return_key_pressed.png,resourcepacks,853,853 B,818,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_stick.png,resourcepacks,329,329 B,339,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/guide_button.png,resourcepacks,545,545 B,555,.png
overrides/config/modpack_defaults/config/iris.properties,config/modpack_defaults/config/iris.properties,config,46,46 B,50,.properties
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/semicolon_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/semicolon_key_pressed.png,resourcepacks,315,315 B,325,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/unknown.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/unknown.png,resourcepacks,391,391 B,401,.png
